   1 , 0.00
   2 , 0.00
   3 , 0.00
   4 , 0.00
   5 , 0.00
   6 , 0.00
   7 , 0.00
   8 , 0.00
   9 , 0.00
  10 , 0.00
  11 , 0.00
  12 , 0.00
  13 , 0.00
  14 , 0.00
  15 , 0.00
  16 , 0.00
  17 , 0.00
  18 , 0.00
  19 , 0.00
  20 , 0.00
  21 , 0.00
  22 , 0.00
  23 , 0.00
  24 , 0.00
  25 , 0.00
  26 , 0.00
  27 , 0.00
  28 , 0.00
  29 , 0.00
  30 , 0.00
  31 , 0.00
  32 , 0.00
  33 , 0.00
  34 , 0.00
  35 , 0.00
  36 , 0.00
  37 , 0.00
  38 , 0.00
  39 , 0.00
  40 , 0.00
  41 , 0.00
  42 , 0.00
  43 , 0.00
  44 , 0.00
  45 , 0.00
  46 , 0.00
  47 , 0.00
  48 , 0.00
  49 , 0.00
  50 , 0.00
  51 , 0.00
  52 , 0.00
  53 , 0.00
  54 , 0.00
  55 , 0.00
  56 , 0.00
  57 , 0.00
  58 , 0.00
  59 , 0.00
  60 , 0.00
  61 , 0.00
  62 , 0.00
  63 , 0.00
  64 , 0.00
  65 , 0.00
  66 , 0.00
  67 , 0.00
  68 , 0.00
  69 , 0.00
  70 , 0.00
  71 , 0.00
  72 , 0.00
  73 , 0.00
  74 , 0.00
  75 , 0.00
  76 , 0.00
  77 , 0.00
  78 , 0.04
  79 , 0.09
  80 , 0.12
  81 , 0.14
  82 , 0.16
  83 , 0.18
  84 , 0.19
  85 , 0.20
  86 , 0.22
  87 , 0.23
  88 , 0.24
  89 , 0.25
  90 , 0.26
  91 , 0.27
  92 , 0.28
  93 , 0.28
  94 , 0.29
  95 , 0.30
  96 , 0.31
  97 , 0.31
  98 , 0.32
  99 , 0.32
 100 , 0.33
 101 , 0.33
 102 , 0.34
 103 , 0.34
 104 , 0.37
 105 , 0.39
 106 , 0.40
 107 , 0.41
 108 , 0.42
 109 , 0.43
 110 , 0.44
 111 , 0.45
 112 , 0.45
 113 , 0.46
 114 , 0.46
 115 , 0.47
 116 , 0.47
 117 , 0.48
 118 , 0.48
 119 , 0.48
 120 , 0.49
 121 , 0.49
 122 , 0.49
 123 , 0.49
 124 , 0.50
 125 , 0.50
 126 , 0.50
 127 , 0.50
 128 , 0.50
 129 , 0.50
 130 , 0.50
 131 , 0.50
 132 , 0.50
 133 , 0.49
 134 , 0.49
 135 , 0.49
 136 , 0.49
 137 , 0.48
 138 , 0.48
 139 , 0.48
 140 , 0.47
 141 , 0.47
 142 , 0.46
 143 , 0.46
 144 , 0.45
 145 , 0.45
 146 , 0.44
 147 , 0.43
 148 , 0.42
 149 , 0.41
 150 , 0.40
 151 , 0.39
 152 , 0.37
 153 , 0.34
 154 , 0.34
 155 , 0.33
 156 , 0.33
 157 , 0.32
 158 , 0.32
 159 , 0.31
 160 , 0.31
 161 , 0.30
 162 , 0.29
 163 , 0.28
 164 , 0.28
 165 , 0.27
 166 , 0.26
 167 , 0.25
 168 , 0.24
 169 , 0.23
 170 , 0.22
 171 , 0.20
 172 , 0.19
 173 , 0.18
 174 , 0.16
 175 , 0.14
 176 , 0.12
 177 , 0.09
 178 , 0.04
 179 , 0.00
 180 , 0.00
 181 , 0.00
 182 , 0.00
 183 , 0.00
 184 , 0.00
 185 , 0.00
 186 , 0.00
 187 , 0.00
 188 , 0.00
 189 , 0.00
 190 , 0.00
 191 , 0.00
 192 , 0.00
 193 , 0.00
 194 , 0.00
 195 , 0.00
 196 , 0.00
 197 , 0.00
 198 , 0.00
 199 , 0.00
 200 , 0.00
 201 , 0.00
 202 , 0.00
 203 , 0.00
 204 , 0.00
 205 , 0.00
 206 , 0.00
 207 , 0.00
 208 , 0.00
 209 , 0.00
 210 , 0.00
 211 , 0.00
 212 , 0.00
 213 , 0.00
 214 , 0.00
 215 , 0.00
 216 , 0.00
 217 , 0.00
 218 , 0.00
 219 , 0.00
 220 , 0.00
 221 , 0.00
 222 , 0.00
 223 , 0.00
 224 , 0.00
 225 , 0.00
 226 , 0.00
 227 , 0.00
 228 , 0.00
 229 , 0.00
 230 , 0.00
 231 , 0.00
 232 , 0.00
 233 , 0.00
 234 , 0.00
 235 , 0.00
 236 , 0.00
 237 , 0.00
 238 , 0.00
 239 , 0.00
 240 , 0.00
 241 , 0.00
 242 , 0.00
 243 , 0.00
 244 , 0.00
 245 , 0.00
 246 , 0.00
 247 , 0.00
 248 , 0.00
 249 , 0.00
 250 , 0.00
 251 , 0.00
 252 , 0.00
 253 , 0.00
 254 , 0.00
 255 , 0.00
 256 , 0.00
% 
